School Name,State,School Sector,School Type,ABS Remoteness Area Name,Latitude,Longitude
Fowler Road School,NSW,Government,Combined,Major Cities,-33.841497,150.975533
Sefton Infants School,NSW,Government,Primary,Major Cities,-33.889237,151.009588
Blackburn English Language School,VIC,Government,Combined,Major Cities,-37.847889,145.148292
Mount Lewis Infants School,NSW,Government,Primary,Major Cities,-33.916084,151.04976
Bankstown South Infants School,NSW,Government,Primary,Major Cities,-33.93123,151.038402
Arncliffe West Infants School,NSW,Government,Primary,Major Cities,-33.931832,151.14516
Bardwell Park Infants School,NSW,Government,Primary,Major Cities,-33.93349921,151.1253783
Hurstville Grove Infants School,NSW,Government,Primary,Major Cities,-33.973128,151.090536
Kotara School,NSW,Government,Combined,Major Cities,-32.94283,151.700379
Callaghan College Jesmond Senior Campus,NSW,Government,Secondary,Major Cities,-32.90150524,151.6962969
New Lambton Heights Infants School,NSW,Government,Primary,Major Cities,-32.934855,151.688027
Nillo Infants School,NSW,Government,Primary,Major Cities,-32.727541,151.559611
Stanford Merthyr Infants School,NSW,Government,Primary,Major Cities,-32.823423,151.495438
Glen Innes West Infants School,NSW,Government,Primary,Inner Regional,-29.738734,151.723882
Penshurst Primary School,VIC,Government,Primary,Outer Regional,-37.87947471,142.2909686
Narrandera East Infants School,NSW,Government,Primary,Outer Regional,-34.75016785,146.564682
Jugiong Public School,NSW,Government,Primary,Outer Regional,-34.820203,148.335447
Mildura Senior College,VIC,Government,Secondary,Outer Regional,-34.19800387,142.1453901
Sofala Public School,NSW,Government,Primary,Inner Regional,-33.082242,149.695172
Goolma Public School,NSW,Government,Primary,Outer Regional,-32.3688,149.26901
Bendigo Senior Secondary College,VIC,Government,Secondary,Inner Regional,-36.7551,144.279586
Myrtleford P-12 College,VIC,Government,Combined,Inner Regional,-36.54888702,146.7261447
Traralgon College,VIC,Government,Secondary,Inner Regional,-38.19142459,146.5194895
Lundavra State School,QLD,Government,Primary,Outer Regional,-28.0702,149.982
Perseverance Primary School,VIC,Government,Primary,Outer Regional,-38.38337735,145.3334052
Kioma State School,QLD,Government,Primary,Remote,-28.217032,149.793707
Bass Coast College,VIC,Government,Secondary,Inner Regional,-38.609807,145.597177
Western Australian College Of Agriculture - Narrogin,WA,Government,Secondary,Outer Regional,-32.973475,117.117756
Western Australian College Of Agriculture - Denmark,WA,Government,Secondary,Outer Regional,-34.95405,117.37456
Western Australian College Of Agriculture - Cunderdin,WA,Government,Secondary,Outer Regional,-31.62698,117.23179
St Lawrence State School,QLD,Government,Primary,Remote,-22.3449,149.5297
St Paul's International College,NSW,Independent,Secondary,Inner Regional,-34.549152,150.36822
Wongutha Christian Aboriginal Parent-Directed School,WA,Independent,Secondary,Remote,-33.65843924,121.8733677
St Monica's College - Davisson Street,VIC,Catholic,Secondary,Major Cities,-37.65082672,145.0300216
St Aloysius College Cronulla,NSW,Catholic,Secondary,Major Cities,-34.055592,151.143328
All Saints College,NSW,Catholic,Secondary,Major Cities,-32.73784,151.559996
Sandringham College,VIC,Government,Secondary,Major Cities,-37.9566838,145.0233484
St Francis Xavier College,VIC,Catholic,Secondary,Major Cities,-38.051525,145.373328
Five Islands Secondary College,NSW,Government,Secondary,Major Cities,-34.48954578,150.9122635
Hallam Secondary College,VIC,Government,Secondary,Major Cities,-38.000383,145.262797
Coffs Harbour Senior College,NSW,Government,Secondary,Inner Regional,-30.330173,153.102656
Collingwood English Language School,VIC,Government,Combined,Major Cities,-37.80784119,144.9847995
Western Australian College Of Agriculture - Morawa,WA,Government,Secondary,Remote,-29.21436066,116.001998
Guilford Young College,TAS,Catholic,Secondary,Inner Regional,-42.835,147.27
Claremont College,TAS,Government,Secondary,Inner Regional,-42.79584451,147.2505513
Field of Mars Environmental Education Centre,NSW,Government,Combined,Major Cities,-33.816092,151.132849
North East Metropolitan Language Development Centre,WA,Government,Primary,Major Cities,-31.8898,115.886
West Coast Language Development Centre,WA,Government,Primary,Major Cities,-31.80498526,115.7605909
Bradfield College,NSW,Government,Secondary,Major Cities,-33.820468,151.188457
Bankstown Senior College,NSW,Government,Secondary,Major Cities,-33.929121,151.022569
Broadmeadows Valley Primary School Meadowfair North Campus,VIC,Government,Primary,Major Cities,-37.68110291,144.9131967
Blacktown Youth College Incorporated,NSW,Independent,Secondary,Major Cities,-33.73750955,150.826239
Wyndham College,NSW,Government,Secondary,Major Cities,-33.726016,150.879709
Arndell School,NSW,Government,Combined,Major Cities,-33.803223,151.125535
Bridge Road School,NSW,Government,Primary,Major Cities,-33.887445,151.175254
Girrakool School,NSW,Government,Secondary,Major Cities,-33.4237,151.296
Dorchester School,NSW,Government,Secondary,Major Cities,-34.088474,150.826331
Kyeemagh Public School,NSW,Government,Primary,Major Cities,-33.949096,151.16223
Putland School,NSW,Government,Secondary,Major Cities,-33.764297,150.750385
Shepherds Park School,NSW,Government,Secondary,Inner Regional,-35.130108,147.344225
Noble Park English Language School,VIC,Government,Combined,Major Cities,-37.971168,145.178166
Youth Education Centre - Goldsborough Road Campus (Cavan),SA,Government,Combined,Major Cities,-34.828265,138.60253
Dandenong Ranges Steiner School - School Road Campus,VIC,Independent,Primary,Major Cities,-37.921023,145.406706
Kintore Street School,NT,Government,Combined,Remote,-14.46361,132.25918
Calrossy Anglican School,NSW,Independent,Secondary,Inner Regional,-31.057196,150.911651
Hinchinbrook Christian School,QLD,Independent,Combined,Outer Regional,-18.638533,146.167661
Great Lakes College Senior Campus,NSW,Government,Secondary,Inner Regional,-32.16141619,152.4953369
NT Christian College,NT,Independent,Secondary,Outer Regional,-12.40795029,130.917266
Georges River College Oatley Senior Campus,NSW,Government,Secondary,Major Cities,-33.977001,151.081391
Australian Science and Mathematics School,SA,Government,Secondary,Major Cities,-35.024872,138.573379
St Patrick's College,QLD,Catholic,Secondary,Inner Regional,-21.138565,149.184476
OneSchool Global WA,WA,Independent,Combined,Major Cities,-32.056546,115.901724
Kwoorabup Community School,WA,Independent,Primary,Outer Regional,-34.97048,117.365606
Barrett Adolescent Centre Special School,QLD,Government,Secondary,Major Cities,-27.5272,153.0029
Cleveland Education and Training Centre,QLD,Government,Combined,Outer Regional,-19.249668,146.784385
Copperfield College,VIC,Government,Secondary,Major Cities,-37.719607,144.772454
Induna School,NSW,Government,Secondary,Inner Regional,-29.722447,152.94639
Sandy Bay Infant School,TAS,Government,Primary,Inner Regional,-42.90961521,147.3493787
Western Australian College Of Agriculture - Harvey,WA,Government,Secondary,Inner Regional,-33.129635,115.913733
Kamaruka,VIC,Independent,Combined,Major Cities,-37.83761581,144.9976787
Barrenjoey Montessori School,NSW,Independent,Primary,Major Cities,-33.631238,151.334001
Western English Language School,VIC,Government,Combined,Major Cities,-37.790995,144.8540362
Mindarie Senior College,WA,Government,Secondary,Major Cities,-31.67751,115.70685
University Senior College at Adelaide University - Jordan Campus,SA,Independent,Secondary,Major Cities,-34.917855,138.601817
Hubbard's School,QLD,Independent,Secondary,Major Cities,-27.47117,153.006528
John Tonkin College Education Support Centre,WA,Government,Secondary,Major Cities,-32.51774,115.75531
Cyril Jackson Senior Campus Education Support Centre,WA,Government,Secondary,Major Cities,-31.91352,115.9427
Centennial Park School,NSW,Government,Secondary,Major Cities,-33.910564,151.243184
Dubbo College Senior Campus,NSW,Government,Secondary,Inner Regional,-32.233022,148.625549
Lavalla Catholic College,VIC,Catholic,Secondary,Inner Regional,-38.20088627,146.5141957
Eagleby Learning Centre - Centre for Continuing Secondary Education,QLD,Government,Secondary,Major Cities,-27.694569,153.212609
Wakefield School,NSW,Government,Secondary,Major Cities,-32.956712,151.56443
Verona School,NSW,Government,Combined,Major Cities,-33.868235,150.9709
Palm Avenue School,NSW,Government,Combined,Major Cities,-33.800397,150.986561
Ozford College,VIC,Independent,Secondary,Major Cities,-37.8105641,144.9685965
Spinifex State College - Mount Isa - Senior Campus,QLD,Government,Secondary,Remote,-20.7223,139.51
Al Sadiq College Yagoona Campus,NSW,Independent,Primary,Major Cities,-33.904146,151.023998
Lakes Grammar - An Anglican School,NSW,Independent,Combined,Major Cities,-33.2423897,151.4444111
Alesco Secondary College,NSW,Independent,Secondary,Major Cities,-32.91413575,151.6585199
Lincoln School,NSW,Government,Secondary,Inner Regional,-32.2313,148.5784
Sale College,VIC,Government,Secondary,Inner Regional,-38.108921,147.068006
Geraldton Senior High School,WA,Government,Secondary,Outer Regional,-28.77976937,114.6115184
CathWest Innovation College,NSW,Catholic,Secondary,Major Cities,-33.770003,150.827861
Royal Far West School,NSW,Government,Combined,Major Cities,-33.798519,151.288476
Holmes Grammar School,VIC,Independent,Secondary,Major Cities,-37.810302,144.972271
Aurora School,VIC,Government,Primary,Major Cities,-37.84017872,145.1507912
Stewart House School,NSW,Government,Combined,Major Cities,-33.77349,151.29131
Red Hill Environmental Education Centre,NSW,Government,Combined,Outer Regional,-32.36456021,149.5357054
Thalgarrah Environmental Education Centre,NSW,Government,Combined,Outer Regional,-30.447933,151.82475
Kamay Botany Bay Environmental Education Centre,NSW,Government,Combined,Major Cities,-34.003706,151.221169
Bournda Environmental Education Centre,NSW,Government,Combined,Outer Regional,-36.79097905,149.9274607
Brewongle Environmental Education Centre,NSW,Government,Combined,Inner Regional,-33.48167,150.891511
Camden Park Environmental Education Centre,NSW,Government,Combined,Major Cities,-34.120004,150.709685
Cascade Environmental Education Centre,NSW,Government,Combined,Outer Regional,-30.233457,152.789665
Dorroughby Environmental Education Centre,NSW,Government,Combined,Inner Regional,-28.656556,153.35174
Georges River Environmental Education Centre,NSW,Government,Combined,Major Cities,-33.90847984,150.9610155
Gibberagong Environmental Education Centre,NSW,Government,Combined,Major Cities,-33.660493,151.158508
Illawarra Environmental Education Centre,NSW,Government,Combined,Major Cities,-34.602314,150.86083
Longneck Lagoon Environmental Education Centre,NSW,Government,Combined,Inner Regional,-33.57875052,150.8941374
Observatory Hill Environmental Education Centre,NSW,Government,Combined,Major Cities,-33.859395,151.207257
Penrith Lakes Environmental Education Centre,NSW,Government,Combined,Major Cities,-33.727214,150.683135
Riverina Environmental Education Centre,NSW,Government,Combined,Inner Regional,-35.129422,147.309743
Royal National Park Environmental Education Centre,NSW,Government,Combined,Inner Regional,-34.06396995,151.0576013
Rumbalara Environmental Education Centre,NSW,Government,Combined,Major Cities,-33.428082,151.347464
Wambangalang Environmental Education Centre,NSW,Government,Combined,Outer Regional,-32.48798,148.554792
Warrumbungle National Park Environmental Education Centre,NSW,Government,Combined,Outer Regional,-31.25459,148.981077
Awabakal Environmental Education Centre,NSW,Government,Combined,Major Cities,-32.876107,151.696132
Wooglemai Environmental Education Centre,NSW,Government,Combined,Inner Regional,-34.134567,150.499162
Eastern Goldfields College,WA,Government,Secondary,Outer Regional,-30.7502,121.4752
Queensland Academy for Science Mathematics and Technology,QLD,Government,Secondary,Major Cities,-27.486365,152.978986
Western Cape College,QLD,Government,Combined,Very Remote,-12.626479,141.879926
Spinifex State College - Mount Isa Education and Training Precinct,QLD,Government,Secondary,Remote,-20.73481,139.487333
Roma State College,QLD,Government,Combined,Outer Regional,-26.565995,148.777888
Albert Park Flexible School,QLD,Catholic,Secondary,Major Cities,-27.46615,153.0111
Queensland Children's Hospital School,QLD,Government,Combined,Major Cities,-27.484495,153.0272
Woodberry Learning Centre,NSW,Government,Combined,Major Cities,-32.791554,151.671217
Burnett Youth Learning Centre,QLD,Independent,Secondary,Inner Regional,-25.007844,152.376101
Warakirri College,NSW,Independent,Secondary,Major Cities,-33.873715,150.953882
Coburg High School,VIC,Government,Secondary,Major Cities,-37.740781,144.972778
St Patrick's Technical College,SA,Catholic,Secondary,Major Cities,-34.710863,138.664167
Point Cook Senior Secondary College,VIC,Government,Secondary,Major Cities,-37.886718,144.73282
Queensland Academy for Creative Industries,QLD,Government,Secondary,Major Cities,-27.453095,153.01439
Tagai State College,QLD,Government,Combined,Very Remote,-10.581798,142.221208
Tec-NQ,QLD,Independent,Secondary,Outer Regional,-19.32244044,146.7643507
Hunter Trade College,NSW,Independent,Secondary,Major Cities,-32.73933618,151.5382704
Newman Senior Technical College,NSW,Catholic,Secondary,Inner Regional,-31.4281,152.873
NSW School of Languages,NSW,Government,Secondary,Major Cities,-33.895078,151.1509672
Australian Trade College North Brisbane,QLD,Independent,Secondary,Major Cities,-27.20489,153.110154
Cardijn College - Marcellin Campus,SA,Catholic,Secondary,Major Cities,-35.137418,138.491643
St George Hospital School,NSW,Government,Combined,Major Cities,-33.96671,151.13399
Royal Prince Alfred Hospital School,NSW,Government,Combined,Major Cities,-33.889314,151.180245
Royal North Shore Hospital School,NSW,Government,Combined,Major Cities,-33.821077,151.191602
Sydney Childrens Hospital School,NSW,Government,Combined,Major Cities,-33.919053,151.239067
Sutherland Hospital School,NSW,Government,Combined,Major Cities,-34.038034,151.114597
Bankstown Hospital School,NSW,Government,Combined,Major Cities,-33.933446,151.021069
Illawarra Hospital School,NSW,Government,Combined,Major Cities,-34.424793,150.883935
John Hunter Hospital School,NSW,Government,Combined,Major Cities,-32.921378,151.697398
The Childrens Hospital School,NSW,Government,Combined,Major Cities,-33.802243,150.991834
Liverpool Hospital School,NSW,Government,Combined,Major Cities,-33.91994846,150.9302521
QCHS - Royal Brisbane and ACT for Kids Campus,QLD,Government,Secondary,Major Cities,-27.449315,153.025819
Holy Cross College,WA,Catholic,Combined,Major Cities,-31.771347,115.974141
Queensland Academy for Health Sciences,QLD,Government,Secondary,Major Cities,-27.967002,153.382835
EdSpace,VIC,Independent,Combined,Inner Regional,-36.547667,145.984303
Sydney Adventist School - Auburn,NSW,Independent,Primary,Major Cities,-33.847952,151.03319
Deutsche Schule Melbourne,VIC,Independent,Primary,Major Cities,-37.779109,144.982915
Pacific Coast Christian School,NSW,Independent,Combined,Major Cities,-28.1965,153.521
John Monash Science School,VIC,Government,Secondary,Major Cities,-37.91419502,145.1287826
Manea Senior College,WA,Government,Secondary,Inner Regional,-33.36571467,115.6542372
Kingston Primary School,WA,Government,Primary,Inner Regional,-33.258956,115.745626
