Calendar year;State/territory;School sector;School type;School count;Proportion of sector;Proportion of state;Proportion of school type
2014;Northern Territory;All;Primary;79;100.0;1.3;41.6
2014;Northern Territory;All;Secondary;23;100.0;1.7;12.1
2014;Northern Territory;All;Combined;83;100.0;6.3;43.7
2014;Northern Territory;All;Special;5;100.0;1.1;2.6
2014;Northern Territory;All;All;190;100.0;2.0;100.0
2014;Australian Capital Territory;Government;Primary;55;69.6;1.1;64.0
2014;Australian Capital Territory;Government;Secondary;19;79.2;1.9;22.1
2014;Australian Capital Territory;Government;Combined;8;36.4;1.6;9.3
2014;Australian Capital Territory;Government;Special;4;80.0;1.2;4.7
2014;Australian Capital Territory;Government;All;86;66.2;1.3;100.0
2014;Australian Capital Territory;Catholic;Primary;22;27.8;1.8;73.3
2014;Australian Capital Territory;Catholic;Secondary;5;20.8;1.6;16.7
2014;Australian Capital Territory;Catholic;Combined;3;13.6;1.9;10.0
2014;Australian Capital Territory;Catholic;All;30;23.1;1.7;100.0
2014;Australian Capital Territory;Independent;Primary;2;2.5;0.9;14.3
2014;Australian Capital Territory;Independent;Combined;11;50.0;1.6;78.6
2014;Australian Capital Territory;Independent;Special;1;20.0;1.4;7.1
2014;Australian Capital Territory;Independent;All;14;10.8;1.4;100.0
2014;Australian Capital Territory;All;Primary;79;100.0;1.3;60.8
2014;Australian Capital Territory;All;Secondary;24;100.0;1.7;18.5
2014;Australian Capital Territory;All;Combined;22;100.0;1.7;16.9
2014;Australian Capital Territory;All;Special;5;100.0;1.1;3.8
2014;Australian Capital Territory;All;All;130;100.0;1.4;100.0
2014;Australia;Government;Primary;4,799;76.8;100.0;72.2
2014;Australia;Government;Secondary;1,022;74.1;100.0;15.4
2014;Australia;Government;Combined;500;37.7;100.0;7.5
2014;Australia;Government;Special;330;75.9;100.0;5.0
2014;Australia;Government;All;6,651;70.8;100.0;100.0
2014;Australia;Catholic;Primary;1,229;19.7;100.0;71.4
2014;Australia;Catholic;Secondary;304;22.0;100.0;17.7
2014;Australia;Catholic;Combined;156;11.8;100.0;9.1
2014;Australia;Catholic;Special;33;7.6;100.0;1.9
2014;Australia;Catholic;All;1,722;18.3;100.0;100.0
2014;Australia;Independent;Primary;222;3.6;100.0;21.9
2014;Australia;Independent;Secondary;53;3.8;100.0;5.2
2014;Australia;Independent;Combined;669;50.5;100.0;65.8
2014;Australia;Independent;Special;72;16.6;100.0;7.1
2014;Australia;Independent;All;1,016;10.8;100.0;100.0
2014;Australia;All;Primary;6,250;100.0;100.0;66.6
2014;Australia;All;Secondary;1,379;100.0;100.0;14.7
2014;Australia;All;Combined;1,325;100.0;100.0;14.1
2014;Australia;All;Special;435;100.0;100.0;4.6
2014;Australia;All;All;9,389;100.0;100.0;100.0
2013;New South Wales;Government;Primary;1,618;76.8;33.7;74.8
2013;New South Wales;Government;Secondary;370;71.8;36.1;17.1
2013;New South Wales;Government;Combined;66;21.7;13.1;3.0
2013;New South Wales;Government;Special;110;71.0;33.4;5.1
2013;New South Wales;Government;All;2,164;70.2;32.5;100.0
2013;New South Wales;Catholic;Primary;417;19.8;34.0;71.2
2013;New South Wales;Catholic;Secondary;129;25.0;42.6;22.0
2013;New South Wales;Catholic;Combined;31;10.2;20.0;5.3
2013;New South Wales;Catholic;Special;9;5.8;27.3;1.5
2013;New South Wales;Catholic;All;586;19.0;34.1;100.0
2013;New South Wales;Independent;Primary;72;3.4;31.6;21.8
2013;New South Wales;Independent;Secondary;16;3.1;28.1;4.8
2013;New South Wales;Independent;Combined;207;68.1;31.3;62.5
2013;New South Wales;Independent;Special;36;23.2;52.2;10.9
2013;New South Wales;Independent;All;331;10.7;32.6;100.0
2013;New South Wales;All;Primary;2,107;100.0;33.7;68.4
2013;New South Wales;All;Secondary;515;100.0;37.2;16.7
2013;New South Wales;All;Combined;304;100.0;23.0;9.9
2013;New South Wales;All;Special;155;100.0;36.0;5.0
2013;New South Wales;All;All;3,081;100.0;32.8;100.0
2013;Victoria;Government;Primary;1,130;72.8;23.5;74.0
2013;Victoria;Government;Secondary;239;71.1;23.3;15.7
2013;Victoria;Government;Combined;79;33.9;15.6;5.2
2013;Victoria;Government;Special;78;79.6;23.7;5.1
2013;Victoria;Government;All;1,526;68.8;22.9;100.0
2013;Victoria;Catholic;Primary;381;24.5;31.1;78.2
2013;Victoria;Catholic;Secondary;85;25.3;28.1;17.5
2013;Victoria;Catholic;Combined;14;6.0;9.0;2.9
2013;Victoria;Catholic;Special;7;7.1;21.2;1.4
2013;Victoria;Catholic;All;487;21.9;28.4;100.0
2013;Victoria;Independent;Primary;41;2.6;18.0;19.9
2013;Victoria;Independent;Secondary;12;3.6;21.1;5.8
2013;Victoria;Independent;Combined;140;60.1;21.2;68.0
2013;Victoria;Independent;Special;13;13.3;18.8;6.3
2013;Victoria;Independent;All;206;9.3;20.3;100.0
2013;Victoria;All;Primary;1,552;100.0;24.8;69.9
2013;Victoria;All;Secondary;336;100.0;24.3;15.1
2013;Victoria;All;Combined;233;100.0;17.6;10.5
2013;Victoria;All;Special;98;100.0;22.7;4.4
2013;Victoria;All;All;2,219;100.0;23.6;100.0
2013;Queensland;Government;Primary;920;80.0;19.2;74.3
2013;Queensland;Government;Secondary;182;71.4;17.8;14.7
2013;Queensland;Government;Combined;90;36.3;17.8;7.3
2013;Queensland;Government;Special;46;69.7;14.0;3.7
2013;Queensland;Government;All;1,238;72.0;18.6;100.0
2013;Queensland;Catholic;Primary;197;17.1;16.1;66.3
2013;Queensland;Catholic;Secondary;61;23.9;20.1;20.5
2013;Queensland;Catholic;Combined;28;11.3;18.1;9.4
2013;Queensland;Catholic;Special;11;16.7;33.3;3.7
2013;Queensland;Catholic;All;297;17.3;17.3;100.0
2013;Queensland;Independent;Primary;33;2.9;14.5;17.9
2013;Queensland;Independent;Secondary;12;4.7;21.1;6.5
2013;Queensland;Independent;Combined;130;52.4;19.7;70.7
2013;Queensland;Independent;Special;9;13.6;13.0;4.9
2013;Queensland;Independent;All;184;10.7;18.1;100.0
2013;Queensland;All;Primary;1,150;100.0;18.4;66.9
2013;Queensland;All;Secondary;255;100.0;18.4;14.8
2013;Queensland;All;Combined;248;100.0;18.8;14.4
2013;Queensland;All;Special;66;100.0;15.3;3.8
2013;Queensland;All;All;1,719;100.0;18.3;100.0
2013;South Australia;Government;Primary;368;78.6;7.7;69.8
2013;South Australia;Government;Secondary;66;77.6;6.4;12.5
2013;South Australia;Government;Combined;75;50.7;14.9;14.2
2013;South Australia;Government;Special;18;85.7;5.5;3.4
2013;South Australia;Government;All;527;73.0;7.9;100.0
2013;South Australia;Catholic;Primary;67;14.3;5.5;65.0
2013;South Australia;Catholic;Secondary;11;12.9;3.6;10.7
2013;South Australia;Catholic;Combined;23;15.5;14.8;22.3
2013;South Australia;Catholic;Special;2;9.5;6.1;1.9
2013;South Australia;Catholic;All;103;14.3;6.0;100.0
2013;South Australia;Independent;Primary;33;7.1;14.5;35.9
2013;South Australia;Independent;Secondary;8;9.4;14.0;8.7
2013;South Australia;Independent;Combined;50;33.8;7.6;54.3
2013;South Australia;Independent;Special;1;4.8;1.4;1.1
2013;South Australia;Independent;All;92;12.7;9.1;100.0
2013;South Australia;All;Primary;468;100.0;7.5;64.8
2013;South Australia;All;Secondary;85;100.0;6.1;11.8
2013;South Australia;All;Combined;148;100.0;11.2;20.5
2013;South Australia;All;Special;21;100.0;4.9;2.9
2013;South Australia;All;All;722;100.0;7.7;100.0
2013;Western Australia;Government;Primary;517;77.6;10.8;67.3
2013;Western Australia;Government;Secondary;97;93.3;9.5;12.6
2013;Western Australia;Government;Combined;90;40.5;17.8;11.7
2013;Western Australia;Government;Special;64;85.3;19.5;8.3
2013;Western Australia;Government;All;768;72.0;11.5;100.0
2013;Western Australia;Catholic;Primary;111;16.7;9.1;69.4
2013;Western Australia;Catholic;Secondary;3;2.9;1.0;1.9
2013;Western Australia;Catholic;Combined;43;19.4;27.7;26.9
2013;Western Australia;Catholic;Special;3;4.0;9.1;1.9
2013;Western Australia;Catholic;All;160;15.0;9.3;100.0
2013;Western Australia;Independent;Primary;38;5.7;16.7;27.3
2013;Western Australia;Independent;Secondary;4;3.8;7.0;2.9
2013;Western Australia;Independent;Combined;89;40.1;13.5;64.0
2013;Western Australia;Independent;Special;8;10.7;11.6;5.8
2013;Western Australia;Independent;All;139;13.0;13.7;100.0
2013;Western Australia;All;Primary;666;100.0;10.6;62.4
2013;Western Australia;All;Secondary;104;100.0;7.5;9.7
2013;Western Australia;All;Combined;222;100.0;16.8;20.8
2013;Western Australia;All;Special;75;100.0;17.4;7.0
2013;Western Australia;All;All;1,067;100.0;11.4;100.0
2013;Tasmania;Government;Primary;131;82.4;2.7;66.2
2013;Tasmania;Government;Secondary;38;88.4;3.7;19.2
2013;Tasmania;Government;Combined;25;44.6;5.0;12.6
2013;Tasmania;Government;Special;4;80.0;1.2;2.0
2013;Tasmania;Government;All;198;75.3;3.0;100.0
2013;Tasmania;Catholic;Primary;24;15.1;2.0;64.9
2013;Tasmania;Catholic;Secondary;5;11.6;1.7;13.5
2013;Tasmania;Catholic;Combined;8;14.3;5.2;21.6
2013;Tasmania;Catholic;All;37;14.1;2.2;100.0
2013;Tasmania;Independent;Primary;4;2.5;1.8;14.3
2013;Tasmania;Independent;Combined;23;41.1;3.5;82.1
2013;Tasmania;Independent;Special;1;20.0;1.4;3.6
2013;Tasmania;Independent;All;28;10.6;2.8;100.0
2013;Tasmania;All;Primary;159;100.0;2.5;60.5
2013;Tasmania;All;Secondary;43;100.0;3.1;16.3
2013;Tasmania;All;Combined;56;100.0;4.2;21.3
2013;Tasmania;All;Special;5;100.0;1.2;1.9
2013;Tasmania;All;All;263;100.0;2.8;100.0
2013;Northern Territory;Government;Primary;63;85.1;1.3;40.9
2013;Northern Territory;Government;Secondary;15;62.5;1.5;9.7
2013;Northern Territory;Government;Combined;71;80.7;14.1;46.1
2013;Northern Territory;Government;Special;5;83.3;1.5;3.2
2013;Northern Territory;Government;All;154;80.2;2.3;100.0
2013;Northern Territory;Catholic;Primary;7;9.5;0.6;41.2
2013;Northern Territory;Catholic;Secondary;4;16.7;1.3;23.5
2013;Northern Territory;Catholic;Combined;5;5.7;3.2;29.4
2013;Northern Territory;Catholic;Special;1;16.7;3.0;5.9
2013;Northern Territory;Catholic;All;17;8.9;1.0;100.0
2013;Northern Territory;Independent;Primary;4;5.4;1.8;19.0
2013;Northern Territory;Independent;Secondary;5;20.8;8.8;23.8
2013;Northern Territory;Independent;Combined;12;13.6;1.8;57.1
2013;Northern Territory;Independent;All;21;10.9;2.1;100.0
2013;Northern Territory;All;Primary;74;100.0;1.2;38.5
2013;Northern Territory;All;Secondary;24;100.0;1.7;12.5
2013;Northern Territory;All;Combined;88;100.0;6.7;45.8
2013;Northern Territory;All;Special;6;100.0;1.4;3.1
2013;Northern Territory;All;All;192;100.0;2.0;100.0
2013;Australian Capital Territory;Government;Primary;55;68.8;1.1;64.0
2013;Australian Capital Territory;Government;Secondary;18;78.3;1.8;20.9
2013;Australian Capital Territory;Government;Combined;9;40.9;1.8;10.5
2013;Australian Capital Territory;Government;Special;4;80.0;1.2;4.7
2013;Australian Capital Territory;Government;All;86;66.2;1.3;100.0
2013;Australian Capital Territory;Catholic;Primary;22;27.5;1.8;73.3
2013;Australian Capital Territory;Catholic;Secondary;5;21.7;1.7;16.7
2013;Australian Capital Territory;Catholic;Combined;3;13.6;1.9;10.0
2013;Australian Capital Territory;Catholic;All;30;23.1;1.7;100.0
2013;Australian Capital Territory;Independent;Primary;3;3.8;1.3;21.4
2013;Australian Capital Territory;Independent;Combined;10;45.5;1.5;71.4
2013;Australian Capital Territory;Independent;Special;1;20.0;1.4;7.1
2013;Australian Capital Territory;Independent;All;14;10.8;1.4;100.0
2013;Australian Capital Territory;All;Primary;80;100.0;1.3;61.5
2013;Australian Capital Territory;All;Secondary;23;100.0;1.7;17.7
2013;Australian Capital Territory;All;Combined;22;100.0;1.7;16.9
2013;Australian Capital Territory;All;Special;5;100.0;1.2;3.8
2013;Australian Capital Territory;All;All;130;100.0;1.4;100.0
2013;Australia;Government;Primary;4,802;76.8;100.0;72.1
2013;Australia;Government;Secondary;1,025;74.0;100.0;15.4
2013;Australia;Government;Combined;505;38.2;100.0;7.6
2013;Australia;Government;Special;329;76.3;100.0;4.9
2013;Australia;Government;All;6,661;70.9;100.0;100.0
2013;Australia;Catholic;Primary;1,226;19.6;100.0;71.4
2013;Australia;Catholic;Secondary;303;21.9;100.0;17.6
2013;Australia;Catholic;Combined;155;11.7;100.0;9.0
2013;Australia;Catholic;Special;33;7.7;100.0;1.9
2013;Australia;Catholic;All;1,717;18.3;100.0;100.0
2013;Australia;Independent;Primary;228;3.6;100.0;22.5
2013;Australia;Independent;Secondary;57;4.1;100.0;5.6
2013;Australia;Independent;Combined;661;50.0;100.0;65.1
2013;Australia;Independent;Special;69;16.0;100.0;6.8
2013;Australia;Independent;All;1,015;10.8;100.0;100.0
2013;Australia;All;Primary;6,256;100.0;100.0;66.6
2013;Australia;All;Secondary;1,385;100.0;100.0;14.7
2013;Australia;All;Combined;1,321;100.0;100.0;14.1
2013;Australia;All;Special;431;100.0;100.0;4.6
2013;Australia;All;All;9,393;100.0;100.0;100.0
2012;New South Wales;Government;Primary;1,623;76.8;33.6;74.8
2012;New South Wales;Government;Secondary;370;71.8;36.0;17.1
2012;New South Wales;Government;Combined;66;21.8;12.9;3.0
2012;New South Wales;Government;Special;110;72.8;33.3;5.1
2012;New South Wales;Government;All;2,169;70.4;32.4;100.0
2012;New South Wales;Catholic;Primary;417;19.7;34.0;71.3
2012;New South Wales;Catholic;Secondary;129;25.0;42.3;22.1
2012;New South Wales;Catholic;Combined;32;10.6;20.9;5.5
2012;New South Wales;Catholic;Special;7;4.6;25.9;1.2
2012;New South Wales;Catholic;All;585;19.0;34.2;100.0
2012;New South Wales;Independent;Primary;73;3.5;31.1;22.3
2012;New South Wales;Independent;Secondary;16;3.1;27.6;4.9
2012;New South Wales;Independent;Combined;205;67.7;31.2;62.5
2012;New South Wales;Independent;Special;34;22.5;50.7;10.4
2012;New South Wales;Independent;All;328;10.6;32.3;100.0
2012;New South Wales;All;Primary;2,113;100.0;33.6;68.6
2012;New South Wales;All;Secondary;515;100.0;37.0;16.7
2012;New South Wales;All;Combined;303;100.0;22.9;9.8
2012;New South Wales;All;Special;151;100.0;35.6;4.9
2012;New South Wales;All;All;3,082;100.0;32.7;100.0
2012;Victoria;Government;Primary;1,136;72.8;23.5;74.0
2012;Victoria;Government;Secondary;244;71.3;23.7;15.9
2012;Victoria;Government;Combined;79;33.6;15.5;5.1
2012;Victoria;Government;Special;76;80.0;23.0;5.0
2012;Victoria;Government;All;1,535;68.7;22.9;100.0
2012;Victoria;Catholic;Primary;381;24.4;31.0;78.2
2012;Victoria;Catholic;Secondary;85;24.9;27.9;17.5
2012;Victoria;Catholic;Combined;15;6.4;9.8;3.1
2012;Victoria;Catholic;Special;6;6.3;22.2;1.2
2012;Victoria;Catholic;All;487;21.8;28.4;100.0
2012;Victoria;Independent;Primary;44;2.8;18.7;20.9
2012;Victoria;Independent;Secondary;13;3.8;22.4;6.2
2012;Victoria;Independent;Combined;141;60.0;21.5;66.8
2012;Victoria;Independent;Special;13;13.7;19.4;6.2
2012;Victoria;Independent;All;211;9.4;20.7;100.0
2012;Victoria;All;Primary;1,561;100.0;24.8;69.9
2012;Victoria;All;Secondary;342;100.0;24.6;15.3
2012;Victoria;All;Combined;235;100.0;17.8;10.5
2012;Victoria;All;Special;95;100.0;22.4;4.3
2012;Victoria;All;All;2,233;100.0;23.7;100.0
2012;Queensland;Government;Primary;921;79.9;19.1;74.3
2012;Queensland;Government;Secondary;180;71.1;17.5;14.5
2012;Queensland;Government;Combined;92;37.4;18.0;7.4
2012;Queensland;Government;Special;46;73.0;13.9;3.7
2012;Queensland;Government;All;1,239;72.2;18.5;100.0
2012;Queensland;Catholic;Primary;197;17.1;16.0;67.0
2012;Queensland;Catholic;Secondary;62;24.5;20.3;21.1
2012;Queensland;Catholic;Combined;27;11.0;17.6;9.2
2012;Queensland;Catholic;Special;8;12.7;29.6;2.7
2012;Queensland;Catholic;All;294;17.1;17.2;100.0
2012;Queensland;Independent;Primary;35;3.0;14.9;19.2
2012;Queensland;Independent;Secondary;11;4.3;19.0;6.0
2012;Queensland;Independent;Combined;127;51.6;19.3;69.8
2012;Queensland;Independent;Special;9;14.3;13.4;4.9
2012;Queensland;Independent;All;182;10.6;17.9;100.0
2012;Queensland;All;Primary;1,153;100.0;18.3;67.2
2012;Queensland;All;Secondary;253;100.0;18.2;14.8
2012;Queensland;All;Combined;246;100.0;18.6;14.3
2012;Queensland;All;Special;63;100.0;14.9;3.7
2012;Queensland;All;All;1,715;100.0;18.2;100.0
2012;South Australia;Government;Primary;393;79.2;8.1;70.8
2012;South Australia;Government;Secondary;68;78.2;6.6;12.3
2012;South Australia;Government;Combined;76;52.1;14.9;13.7
2012;South Australia;Government;Special;18;85.7;5.5;3.2
2012;South Australia;Government;All;555;74.0;8.3;100.0
2012;South Australia;Catholic;Primary;68;13.7;5.5;66.0
2012;South Australia;Catholic;Secondary;11;12.6;3.6;10.7
2012;South Australia;Catholic;Combined;22;15.1;14.4;21.4
2012;South Australia;Catholic;Special;2;9.5;7.4;1.9
2012;South Australia;Catholic;All;103;13.7;6.0;100.0
2012;South Australia;Independent;Primary;35;7.1;14.9;38.0
2012;South Australia;Independent;Secondary;8;9.2;13.8;8.7
2012;South Australia;Independent;Combined;48;32.9;7.3;52.2
2012;South Australia;Independent;Special;1;4.8;1.5;1.1
2012;South Australia;Independent;All;92;12.3;9.0;100.0
2012;South Australia;All;Primary;496;100.0;7.9;66.1
2012;South Australia;All;Secondary;87;100.0;6.3;11.6
2012;South Australia;All;Combined;146;100.0;11.1;19.5
2012;South Australia;All;Special;21;100.0;5.0;2.8
2012;South Australia;All;All;750;100.0;8.0;100.0
2012;Western Australia;Government;Primary;513;77.5;10.6;67.1
2012;Western Australia;Government;Secondary;96;91.4;9.3;12.5
2012;Western Australia;Government;Combined;90;40.5;17.6;11.8
2012;Western Australia;Government;Special;66;85.7;20.0;8.6
2012;Western Australia;Government;All;765;71.8;11.4;100.0
2012;Western Australia;Catholic;Primary;111;16.8;9.0;69.4
2012;Western Australia;Catholic;Secondary;4;3.8;1.3;2.5
2012;Western Australia;Catholic;Combined;42;18.9;27.5;26.3
2012;Western Australia;Catholic;Special;3;3.9;11.1;1.9
2012;Western Australia;Catholic;All;160;15.0;9.3;100.0
2012;Western Australia;Independent;Primary;38;5.7;16.2;27.0
2012;Western Australia;Independent;Secondary;5;4.8;8.6;3.5
2012;Western Australia;Independent;Combined;90;40.5;13.7;63.8
2012;Western Australia;Independent;Special;8;10.4;11.9;5.7
2012;Western Australia;Independent;All;141;13.2;13.9;100.0
2012;Western Australia;All;Primary;662;100.0;10.5;62.1
2012;Western Australia;All;Secondary;105;100.0;7.5;9.8
2012;Western Australia;All;Combined;222;100.0;16.8;20.8
2012;Western Australia;All;Special;77;100.0;18.2;7.2
2012;Western Australia;All;All;1,066;100.0;11.3;100.0
2012;Tasmania;Government;Primary;128;82.1;2.7;65.0
2012;Tasmania;Government;Secondary;38;88.4;3.7;19.3
2012;Tasmania;Government;Combined;26;45.6;5.1;13.2
2012;Tasmania;Government;Special;5;83.3;1.5;2.5
2012;Tasmania;Government;All;197;75.2;2.9;100.0
2012;Tasmania;Catholic;Primary;24;15.4;2.0;64.9
2012;Tasmania;Catholic;Secondary;5;11.6;1.6;13.5
2012;Tasmania;Catholic;Combined;8;14.0;5.2;21.6
2012;Tasmania;Catholic;All;37;14.1;2.2;100.0
2012;Tasmania;Independent;Primary;4;2.6;1.7;14.3
2012;Tasmania;Independent;Combined;23;40.4;3.5;82.1
2012;Tasmania;Independent;Special;1;16.7;1.5;3.6
2012;Tasmania;Independent;All;28;10.7;2.8;100.0
2012;Tasmania;All;Primary;156;100.0;2.5;59.5
2012;Tasmania;All;Secondary;43;100.0;3.1;16.4
2012;Tasmania;All;Combined;57;100.0;4.3;21.8
2012;Tasmania;All;Special;6;100.0;1.4;2.3
2012;Tasmania;All;All;262;100.0;2.8;100.0
2012;Northern Territory;Government;Primary;60;84.5;1.2;39.2
2012;Northern Territory;Government;Secondary;15;62.5;1.5;9.8
2012;Northern Territory;Government;Combined;73;81.1;14.3;47.7
2012;Northern Territory;Government;Special;5;83.3;1.5;3.3
2012;Northern Territory;Government;All;153;80.1;2.3;100.0
2012;Northern Territory;Catholic;Primary;7;9.9;0.6;41.2
2012;Northern Territory;Catholic;Secondary;4;16.7;1.3;23.5
2012;Northern Territory;Catholic;Combined;5;5.6;3.3;29.4
2012;Northern Territory;Catholic;Special;1;16.7;3.7;5.9
2012;Northern Territory;Catholic;All;17;8.9;1.0;100.0
2012;Northern Territory;Independent;Primary;4;5.6;1.7;19.0
2012;Northern Territory;Independent;Secondary;5;20.8;8.6;23.8
2012;Northern Territory;Independent;Combined;12;13.3;1.8;57.1
2012;Northern Territory;Independent;All;21;11.0;2.1;100.0
2012;Northern Territory;All;Primary;71;100.0;1.1;37.2
2012;Northern Territory;All;Secondary;24;100.0;1.7;12.6
2012;Northern Territory;All;Combined;90;100.0;6.8;47.1
2012;Northern Territory;All;Special;6;100.0;1.4;3.1
2012;Northern Territory;All;All;191;100.0;2.0;100.0
2012;Australian Capital Territory;Government;Primary;53;67.9;1.1;63.1
2012;Australian Capital Territory;Government;Secondary;18;78.3;1.7;21.4
2012;Australian Capital Territory;Government;Combined;9;40.9;1.8;10.7
2012;Australian Capital Territory;Government;Special;4;80.0;1.2;4.8
2012;Australian Capital Territory;Government;All;84;65.6;1.3;100.0
2012;Australian Capital Territory;Catholic;Primary;23;29.5;1.9;76.7
2012;Australian Capital Territory;Catholic;Secondary;5;21.7;1.6;16.7
2012;Australian Capital Territory;Catholic;Combined;2;9.1;1.3;6.7
2012;Australian Capital Territory;Catholic;All;30;23.4;1.8;100.0
2012;Australian Capital Territory;Independent;Primary;2;2.6;0.9;14.3
2012;Australian Capital Territory;Independent;Combined;11;50.0;1.7;78.6
2012;Australian Capital Territory;Independent;Special;1;20.0;1.5;7.1
2012;Australian Capital Territory;Independent;All;14;10.9;1.4;100.0
2012;Australian Capital Territory;All;Primary;78;100.0;1.2;60.9
2012;Australian Capital Territory;All;Secondary;23;100.0;1.7;18.0
2012;Australian Capital Territory;All;Combined;22;100.0;1.7;17.2
2012;Australian Capital Territory;All;Special;5;100.0;1.2;3.9
2012;Australian Capital Territory;All;All;128;100.0;1.4;100.0
2012;Australia;Government;Primary;4,827;76.7;100.0;72.1
2012;Australia;Government;Secondary;1,029;73.9;100.0;15.4
2012;Australia;Government;Combined;511;38.7;100.0;7.6
2012;Australia;Government;Special;330;77.8;100.0;4.9
2012;Australia;Government;All;6,697;71.0;100.0;100.0
2012;Australia;Catholic;Primary;1,228;19.5;100.0;71.7
2012;Australia;Catholic;Secondary;305;21.9;100.0;17.8
2012;Australia;Catholic;Combined;153;11.6;100.0;8.9
2012;Australia;Catholic;Special;27;6.4;100.0;1.6
2012;Australia;Catholic;All;1,713;18.2;100.0;100.0
2012;Australia;Independent;Primary;235;3.7;100.0;23.1
2012;Australia;Independent;Secondary;58;4.2;100.0;5.7
2012;Australia;Independent;Combined;657;49.7;100.0;64.6
2012;Australia;Independent;Special;67;15.8;100.0;6.6
2012;Australia;Independent;All;1,017;10.8;100.0;100.0
2012;Australia;All;Primary;6,290;100.0;100.0;66.7
2012;Australia;All;Secondary;1,392;100.0;100.0;14.8
2012;Australia;All;Combined;1,321;100.0;100.0;14.0
2012;Australia;All;Special;424;100.0;100.0;4.5
2012;Australia;All;All;9,427;100.0;100.0;100.0
2011;New South Wales;Government;Primary;1,631;76.8;33.6;74.9
2011;New South Wales;Government;Secondary;370;70.7;36.2;17.0
2011;New South Wales;Government;Combined;66;21.9;13.1;3.0
2011;New South Wales;Government;Special;110;73.8;33.2;5.1
2011;New South Wales;Government;All;2,177;70.3;32.5;100.0
2011;New South Wales;Catholic;Primary;420;19.8;34.1;71.6
2011;New South Wales;Catholic;Secondary;131;25.0;43.0;22.3
2011;New South Wales;Catholic;Combined;29;9.6;19.6;4.9
2011;New South Wales;Catholic;Special;7;4.7;26.9;1.2
2011;New South Wales;Catholic;All;587;19.0;34.3;100.0
2011;New South Wales;Independent;Primary;73;3.4;31.2;21.9
2011;New South Wales;Independent;Secondary;22;4.2;32.4;6.6
2011;New South Wales;Independent;Combined;206;68.4;31.5;61.9
2011;New South Wales;Independent;Special;32;21.5;49.2;9.6
2011;New South Wales;Independent;All;333;10.8;32.6;100.0
2011;New South Wales;All;Primary;2,124;100.0;33.7;68.6
2011;New South Wales;All;Secondary;523;100.0;37.5;16.9
2011;New South Wales;All;Combined;301;100.0;23.1;9.7
2011;New South Wales;All;Special;149;100.0;35.3;4.8
2011;New South Wales;All;All;3,097;100.0;32.8;100.0
2011;Victoria;Government;Primary;1,140;72.9;23.5;74.2
2011;Victoria;Government;Secondary;244;70.9;23.9;15.9
2011;Victoria;Government;Combined;76;32.9;15.1;4.9
2011;Victoria;Government;Special;76;79.2;23.0;4.9
2011;Victoria;Government;All;1,536;68.8;22.9;100.0
2011;Victoria;Catholic;Primary;381;24.4;31.0;78.2
2011;Victoria;Catholic;Secondary;85;24.7;27.9;17.5
2011;Victoria;Catholic;Combined;14;6.1;9.5;2.9
2011;Victoria;Catholic;Special;7;7.3;26.9;1.4
2011;Victoria;Catholic;All;487;21.8;28.5;100.0
2011;Victoria;Independent;Primary;42;2.7;17.9;19.9
2011;Victoria;Independent;Secondary;15;4.4;22.1;7.1
2011;Victoria;Independent;Combined;141;61.0;21.6;66.8
2011;Victoria;Independent;Special;13;13.5;20.0;6.2
2011;Victoria;Independent;All;211;9.4;20.7;100.0
2011;Victoria;All;Primary;1,563;100.0;24.8;70.0
2011;Victoria;All;Secondary;344;100.0;24.6;15.4
2011;Victoria;All;Combined;231;100.0;17.7;10.3
2011;Victoria;All;Special;96;100.0;22.7;4.3
2011;Victoria;All;All;2,234;100.0;23.7;100.0
2011;Queensland;Government;Primary;921;79.9;19.0;74.5
2011;Queensland;Government;Secondary;179;71.3;17.5;14.5
2011;Queensland;Government;Combined;91;37.4;18.1;7.4
2011;Queensland;Government;Special;46;74.2;13.9;3.7
2011;Queensland;Government;All;1,237;72.4;18.4;100.0
2011;Queensland;Catholic;Primary;198;17.2;16.1;67.8
2011;Queensland;Catholic;Secondary;61;24.3;20.0;20.9
2011;Queensland;Catholic;Combined;26;10.7;17.6;8.9
2011;Queensland;Catholic;Special;7;11.3;26.9;2.4
2011;Queensland;Catholic;All;292;17.1;17.1;100.0
2011;Queensland;Independent;Primary;33;2.9;14.1;18.4
2011;Queensland;Independent;Secondary;11;4.4;16.2;6.1
2011;Queensland;Independent;Combined;126;51.9;19.3;70.4
2011;Queensland;Independent;Special;9;14.5;13.8;5.0
2011;Queensland;Independent;All;179;10.5;17.5;100.0
2011;Queensland;All;Primary;1,152;100.0;18.3;67.4
2011;Queensland;All;Secondary;251;100.0;18.0;14.7
2011;Queensland;All;Combined;243;100.0;18.6;14.2
2011;Queensland;All;Special;62;100.0;14.7;3.6
2011;Queensland;All;All;1,708;100.0;18.1;100.0
2011;South Australia;Government;Primary;395;79.2;8.1;70.9
2011;South Australia;Government;Secondary;68;78.2;6.6;12.2
2011;South Australia;Government;Combined;76;52.4;15.1;13.6
2011;South Australia;Government;Special;18;85.7;5.4;3.2
2011;South Australia;Government;All;557;74.1;8.3;100.0
2011;South Australia;Catholic;Primary;68;13.6;5.5;66.0
2011;South Australia;Catholic;Secondary;11;12.6;3.6;10.7
