Calendar year;State/territory;School sector;School type;School count;Proportion of sector;Proportion of state;Proportion of school type
2008;Victoria;Government;All;1,585;69.3;23.2;100.0
2008;Victoria;Catholic;All;487;21.3;28.6;100.0
2008;Victoria;Independent;All;216;9.4;21.1;100.0
2008;Victoria;All;All;2,288;100.0;23.9;100.0
2008;Queensland;Government;All;1,250;73.0;18.3;100.0
2008;Queensland;Catholic;All;289;16.9;17.0;100.0
2008;Queensland;Independent;All;174;10.2;17.0;100.0
2008;Queensland;All;All;1,713;100.0;17.9;100.0
2008;South Australia;Government;All;596;75.0;8.7;100.0
2008;South Australia;Catholic;All;102;12.8;6.0;100.0
2008;South Australia;Independent;All;97;12.2;9.5;100.0
2008;South Australia;All;All;795;100.0;8.3;100.0
2008;Western Australia;Government;All;768;72.1;11.2;100.0
2008;Western Australia;Catholic;All;159;14.9;9.3;100.0
2008;Western Australia;Independent;All;138;13.0;13.5;100.0
2008;Western Australia;All;All;1,065;100.0;11.1;100.0
2008;Tasmania;Government;All;210;75.8;3.1;100.0
2008;Tasmania;Catholic;All;37;13.4;2.2;100.0
2008;Tasmania;Independent;All;30;10.8;2.9;100.0
2008;Tasmania;All;All;277;100.0;2.9;100.0
2008;Northern Territory;Government;All;151;80.7;2.2;100.0
2008;Northern Territory;Catholic;All;15;8.0;0.9;100.0
2008;Northern Territory;Independent;All;21;11.2;2.1;100.0
2008;Northern Territory;All;All;187;100.0;2.0;100.0
2008;Australian Capital Territory;Government;All;84;65.6;1.2;100.0
2008;Australian Capital Territory;Catholic;All;30;23.4;1.8;100.0
2008;Australian Capital Territory;Independent;All;14;10.9;1.4;100.0
2008;Australian Capital Territory;All;All;128;100.0;1.3;100.0
2008;Australia;Government;All;6,833;71.5;100.0;100.0
2008;Australia;Catholic;All;1,705;17.8;100.0;100.0
2008;Australia;Independent;All;1,024;10.7;100.0;100.0
2008;Australia;All;All;9,562;100.0;100.0;100.0
2007;New South Wales;Government;All;2,190;70.5;32.0;100.0
2007;New South Wales;Catholic;All;585;18.8;34.4;100.0
2007;New South Wales;Independent;All;332;10.7;32.4;100.0
2007;New South Wales;All;All;3,107;100.0;32.4;100.0
2007;Victoria;Government;All;1,593;69.5;23.3;100.0
2007;Victoria;Catholic;All;485;21.2;28.5;100.0
2007;Victoria;Independent;All;214;9.3;20.9;100.0
2007;Victoria;All;All;2,292;100.0;23.9;100.0
2007;Queensland;Government;All;1,250;72.9;18.2;100.0
2007;Queensland;Catholic;All;288;16.8;16.9;100.0
2007;Queensland;Independent;All;177;10.3;17.3;100.0
2007;Queensland;All;All;1,715;100.0;17.9;100.0
2007;South Australia;Government;All;602;75.0;8.8;100.0
2007;South Australia;Catholic;All;104;13.0;6.1;100.0
2007;South Australia;Independent;All;97;12.1;9.5;100.0
2007;South Australia;All;All;803;100.0;8.4;100.0
2007;Western Australia;Government;All;769;72.0;11.2;100.0
2007;Western Australia;Catholic;All;159;14.9;9.3;100.0
2007;Western Australia;Independent;All;140;13.1;13.7;100.0
2007;Western Australia;All;All;1,068;100.0;11.1;100.0
2007;Tasmania;Government;All;210;75.8;3.1;100.0
2007;Tasmania;Catholic;All;37;13.4;2.2;100.0
2007;Tasmania;Independent;All;30;10.8;2.9;100.0
2007;Tasmania;All;All;277;100.0;2.9;100.0
2007;Northern Territory;Government;All;149;80.5;2.2;100.0
2007;Northern Territory;Catholic;All;15;8.1;0.9;100.0
2007;Northern Territory;Independent;All;21;11.4;2.0;100.0
2007;Northern Territory;All;All;185;100.0;1.9;100.0
2007;Australian Capital Territory;Government;All;88;66.7;1.3;100.0
2007;Australian Capital Territory;Catholic;All;30;22.7;1.8;100.0
2007;Australian Capital Territory;Independent;All;14;10.6;1.4;100.0
2007;Australian Capital Territory;All;All;132;100.0;1.4;100.0
2007;Australia;Government;All;6,851;71.5;100.0;100.0
2007;Australia;Catholic;All;1,703;17.8;100.0;100.0
2007;Australia;Independent;All;1,025;10.7;100.0;100.0
2007;Australia;All;All;9,579;100.0;100.0;100.0
2006;New South Wales;Government;All;2,187;70.6;31.7;100.0
2006;New South Wales;Catholic;All;584;18.8;34.3;100.0
2006;New South Wales;Independent;All;328;10.6;32.6;100.0
2006;New South Wales;All;All;3,099;100.0;32.2;100.0
2006;Victoria;Government;All;1,605;69.8;23.3;100.0
2006;Victoria;Catholic;All;484;21.1;28.4;100.0
2006;Victoria;Independent;All;210;9.1;20.9;100.0
2006;Victoria;All;All;2,299;100.0;23.9;100.0
2006;Queensland;Government;All;1,278;73.5;18.5;100.0
2006;Queensland;Catholic;All;288;16.6;16.9;100.0
2006;Queensland;Independent;All;173;9.9;17.2;100.0
2006;Queensland;All;All;1,739;100.0;18.1;100.0
2006;South Australia;Government;All;604;75.0;8.8;100.0
2006;South Australia;Catholic;All;106;13.2;6.2;100.0
2006;South Australia;Independent;All;95;11.8;9.4;100.0
2006;South Australia;All;All;805;100.0;8.4;100.0
2006;Western Australia;Government;All;771;72.3;11.2;100.0
2006;Western Australia;Catholic;All;159;14.9;9.3;100.0
2006;Western Australia;Independent;All;137;12.8;13.6;100.0
2006;Western Australia;All;All;1,067;100.0;11.1;100.0
2006;Tasmania;Government;All;211;75.9;3.1;100.0
2006;Tasmania;Catholic;All;37;13.3;2.2;100.0
2006;Tasmania;Independent;All;30;10.8;3.0;100.0
2006;Tasmania;All;All;278;100.0;2.9;100.0
2006;Northern Territory;Government;All;151;81.2;2.2;100.0
2006;Northern Territory;Catholic;All;15;8.1;0.9;100.0
2006;Northern Territory;Independent;All;20;10.8;2.0;100.0
2006;Northern Territory;All;All;186;100.0;1.9;100.0
2006;Australian Capital Territory;Government;All;95;68.3;1.4;100.0
2006;Australian Capital Territory;Catholic;All;30;21.6;1.8;100.0
2006;Australian Capital Territory;Independent;All;14;10.1;1.4;100.0
2006;Australian Capital Territory;All;All;139;100.0;1.4;100.0
2006;Australia;Government;All;6,902;71.8;100.0;100.0
2006;Australia;Catholic;All;1,703;17.7;100.0;100.0
2006;Australia;Independent;All;1,007;10.5;100.0;100.0
2006;Australia;All;All;9,612;100.0;100.0;100.0
2005;New South Wales;Government;All;2,194;70.6;31.7;100.0
2005;New South Wales;Catholic;All;585;18.8;34.5;100.0
2005;New South Wales;Independent;All;327;10.5;32.8;100.0
2005;New South Wales;All;All;3,106;100.0;32.3;100.0
2005;Victoria;Government;All;1,613;70.0;23.3;100.0
2005;Victoria;Catholic;All;484;21.0;28.5;100.0
2005;Victoria;Independent;All;208;9.0;20.9;100.0
2005;Victoria;All;All;2,305;100.0;24.0;100.0
2005;Queensland;Government;All;1,280;73.8;18.5;100.0
2005;Queensland;Catholic;All;282;16.3;16.6;100.0
2005;Queensland;Independent;All;172;9.9;17.3;100.0
2005;Queensland;All;All;1,734;100.0;18.0;100.0
2005;South Australia;Government;All;605;75.2;8.7;100.0
2005;South Australia;Catholic;All;106;13.2;6.2;100.0
2005;South Australia;Independent;All;94;11.7;9.4;100.0
2005;South Australia;All;All;805;100.0;8.4;100.0
2005;Western Australia;Government;All;777;72.8;11.2;100.0
2005;Western Australia;Catholic;All;159;14.9;9.4;100.0
2005;Western Australia;Independent;All;132;12.4;13.3;100.0
2005;Western Australia;All;All;1,068;100.0;11.1;100.0
2005;Tasmania;Government;All;213;76.3;3.1;100.0
2005;Tasmania;Catholic;All;37;13.3;2.2;100.0
2005;Tasmania;Independent;All;29;10.4;2.9;100.0
2005;Tasmania;All;All;279;100.0;2.9;100.0
2005;Northern Territory;Government;All;151;81.2;2.2;100.0
2005;Northern Territory;Catholic;All;15;8.1;0.9;100.0
2005;Northern Territory;Independent;All;20;10.8;2.0;100.0
2005;Northern Territory;All;All;186;100.0;1.9;100.0
2005;Australian Capital Territory;Government;All;96;68.6;1.4;100.0
2005;Australian Capital Territory;Catholic;All;30;21.4;1.8;100.0
2005;Australian Capital Territory;Independent;All;14;10.0;1.4;100.0
2005;Australian Capital Territory;All;All;140;100.0;1.5;100.0
2005;Australia;Government;All;6,929;72.0;100.0;100.0
2005;Australia;Catholic;All;1,698;17.6;100.0;100.0
2005;Australia;Independent;All;996;10.4;100.0;100.0
2005;Australia;All;All;9,623;100.0;100.0;100.0
2004;New South Wales;Government;All;2,192;70.8;31.6;100.0
2004;New South Wales;Catholic;All;584;18.9;34.5;100.0
2004;New South Wales;Independent;All;321;10.4;32.7;100.0
2004;New South Wales;All;All;3,097;100.0;32.2;100.0
2004;Victoria;Government;All;1,618;70.1;23.3;100.0
2004;Victoria;Catholic;All;484;21.0;28.6;100.0
2004;Victoria;Independent;All;206;8.9;21.0;100.0
2004;Victoria;All;All;2,308;100.0;24.0;100.0
2004;Queensland;Government;All;1,284;74.1;18.5;100.0
2004;Queensland;Catholic;All;281;16.2;16.6;100.0
2004;Queensland;Independent;All;168;9.7;17.1;100.0
2004;Queensland;All;All;1,733;100.0;18.0;100.0
2004;South Australia;Government;All;609;75.3;8.8;100.0
2004;South Australia;Catholic;All;106;13.1;6.3;100.0
2004;South Australia;Independent;All;94;11.6;9.6;100.0
2004;South Australia;All;All;809;100.0;8.4;100.0
2004;Western Australia;Government;All;775;72.8;11.2;100.0
2004;Western Australia;Catholic;All;158;14.8;9.3;100.0
2004;Western Australia;Independent;All;131;12.3;13.3;100.0
2004;Western Australia;All;All;1,064;100.0;11.1;100.0
2004;Tasmania;Government;All;214;76.4;3.1;100.0
2004;Tasmania;Catholic;All;37;13.2;2.2;100.0
2004;Tasmania;Independent;All;29;10.4;3.0;100.0
2004;Tasmania;All;All;280;100.0;2.9;100.0
2004;Northern Territory;Government;All;150;81.1;2.2;100.0
2004;Northern Territory;Catholic;All;15;8.1;0.9;100.0
2004;Northern Territory;Independent;All;20;10.8;2.0;100.0
2004;Northern Territory;All;All;185;100.0;1.9;100.0
2004;Australian Capital Territory;Government;All;96;69.1;1.4;100.0
2004;Australian Capital Territory;Catholic;All;30;21.6;1.8;100.0
2004;Australian Capital Territory;Independent;All;13;9.4;1.3;100.0
2004;Australian Capital Territory;All;All;139;100.0;1.4;100.0
2004;Australia;Government;All;6,938;72.2;100.0;100.0
2004;Australia;Catholic;All;1,695;17.6;100.0;100.0
2004;Australia;Independent;All;982;10.2;100.0;100.0
2004;Australia;All;All;9,615;100.0;100.0;100.0
2003;New South Wales;Government;All;2,186;70.7;31.5;100.0
2003;New South Wales;Catholic;All;585;18.9;34.5;100.0
2003;New South Wales;Independent;All;321;10.4;32.8;100.0
2003;New South Wales;All;All;3,092;100.0;32.2;100.0
2003;Victoria;Government;All;1,615;69.9;23.3;100.0
2003;Victoria;Catholic;All;488;21.1;28.7;100.0
2003;Victoria;Independent;All;209;9.0;21.3;100.0
2003;Victoria;All;All;2,312;100.0;24.1;100.0
2003;Queensland;Government;All;1,283;74.2;18.5;100.0
2003;Queensland;Catholic;All;278;16.1;16.4;100.0
2003;Queensland;Independent;All;167;9.7;17.1;100.0
2003;Queensland;All;All;1,728;100.0;18.0;100.0
2003;South Australia;Government;All;609;75.3;8.8;100.0
2003;South Australia;Catholic;All;107;13.2;6.3;100.0
2003;South Australia;Independent;All;93;11.5;9.5;100.0
2003;South Australia;All;All;809;100.0;8.4;100.0
2003;Western Australia;Government;All;778;73.1;11.2;100.0
2003;Western Australia;Catholic;All;158;14.8;9.3;100.0
2003;Western Australia;Independent;All;128;12.0;13.1;100.0
2003;Western Australia;All;All;1,064;100.0;11.1;100.0
2003;Tasmania;Government;All;214;76.2;3.1;100.0
2003;Tasmania;Catholic;All;37;13.2;2.2;100.0
2003;Tasmania;Independent;All;30;10.7;3.1;100.0
2003;Tasmania;All;All;281;100.0;2.9;100.0
2003;Northern Territory;Government;All;150;82.0;2.2;100.0
2003;Northern Territory;Catholic;All;15;8.2;0.9;100.0
2003;Northern Territory;Independent;All;18;9.8;1.8;100.0
2003;Northern Territory;All;All;183;100.0;1.9;100.0
2003;Australian Capital Territory;Government;All;95;68.8;1.4;100.0
2003;Australian Capital Territory;Catholic;All;30;21.7;1.8;100.0
2003;Australian Capital Territory;Independent;All;13;9.4;1.3;100.0
2003;Australian Capital Territory;All;All;138;100.0;1.4;100.0
2003;Australia;Government;All;6,930;72.1;100.0;100.0
2003;Australia;Catholic;All;1,698;17.7;100.0;100.0
2003;Australia;Independent;All;979;10.2;100.0;100.0
2003;Australia;All;All;9,607;100.0;100.0;100.0
2002;New South Wales;Government;All;2,191;70.8;31.5;100.0
2002;New South Wales;Catholic;All;586;18.9;34.5;100.0
2002;New South Wales;Independent;All;318;10.3;32.9;100.0
2002;New South Wales;All;All;3,095;100.0;32.2;100.0
2002;Victoria;Government;All;1,623;70.0;23.4;100.0
2002;Victoria;Catholic;All;490;21.1;28.9;100.0
2002;Victoria;Independent;All;207;8.9;21.4;100.0
2002;Victoria;All;All;2,320;100.0;24.1;100.0
2002;Queensland;Government;All;1,291;74.8;18.6;100.0
2002;Queensland;Catholic;All;274;15.9;16.1;100.0
2002;Queensland;Independent;All;161;9.3;16.7;100.0
2002;Queensland;All;All;1,726;100.0;18.0;100.0
2002;South Australia;Government;All;610;75.3;8.8;100.0
2002;South Australia;Catholic;All;107;13.2;6.3;100.0
2002;South Australia;Independent;All;93;11.5;9.6;100.0
2002;South Australia;All;All;810;100.0;8.4;100.0
2002;Western Australia;Government;All;775;73.1;11.2;100.0
2002;Western Australia;Catholic;All;158;14.9;9.3;100.0
2002;Western Australia;Independent;All;127;12.0;13.1;100.0
2002;Western Australia;All;All;1,060;100.0;11.0;100.0
2002;Tasmania;Government;All;214;76.4;3.1;100.0
2002;Tasmania;Catholic;All;37;13.2;2.2;100.0
2002;Tasmania;Independent;All;29;10.4;3.0;100.0
2002;Tasmania;All;All;280;100.0;2.9;100.0
2002;Northern Territory;Government;All;150;82.0;2.2;100.0
2002;Northern Territory;Catholic;All;15;8.2;0.9;100.0
2002;Northern Territory;Independent;All;18;9.8;1.9;100.0
2002;Northern Territory;All;All;183;100.0;1.9;100.0
2002;Australian Capital Territory;Government;All;95;68.8;1.4;100.0
2002;Australian Capital Territory;Catholic;All;30;21.7;1.8;100.0
2002;Australian Capital Territory;Independent;All;13;9.4;1.3;100.0
2002;Australian Capital Territory;All;All;138;100.0;1.4;100.0
2002;Australia;Government;All;6,949;72.3;100.0;100.0
2002;Australia;Catholic;All;1,697;17.7;100.0;100.0
2002;Australia;Independent;All;966;10.0;100.0;100.0
2002;Australia;All;All;9,612;100.0;100.0;100.0
2001;New South Wales;Government;All;2,185;70.7;31.5;100.0
2001;New South Wales;Catholic;All;588;19.0;34.6;100.0
2001;New South Wales;Independent;All;318;10.3;33.2;100.0
2001;New South Wales;All;All;3,091;100.0;32.2;100.0
2001;Victoria;Government;All;1,625;70.0;23.4;100.0
2001;Victoria;Catholic;All;491;21.2;28.9;100.0
2001;Victoria;Independent;All;205;8.8;21.4;100.0
2001;Victoria;All;All;2,321;100.0;24.2;100.0
2001;Queensland;Government;All;1,293;75.1;18.6;100.0
2001;Queensland;Catholic;All;273;15.9;16.1;100.0
2001;Queensland;Independent;All;155;9.0;16.2;100.0
2001;Queensland;All;All;1,721;100.0;17.9;100.0
2001;South Australia;Government;All;611;75.3;8.8;100.0
2001;South Australia;Catholic;All;107;13.2;6.3;100.0
2001;South Australia;Independent;All;93;11.5;9.7;100.0
2001;South Australia;All;All;811;100.0;8.5;100.0
2001;Western Australia;Government;All;769;73.1;11.1;100.0
2001;Western Australia;Catholic;All;157;14.9;9.3;100.0
2001;Western Australia;Independent;All;126;12.0;13.2;100.0
2001;Western Australia;All;All;1,052;100.0;11.0;100.0
2001;Tasmania;Government;All;214;76.2;3.1;100.0
2001;Tasmania;Catholic;All;37;13.2;2.2;100.0
2001;Tasmania;Independent;All;30;10.7;3.1;100.0
2001;Tasmania;All;All;281;100.0;2.9;100.0
2001;Northern Territory;Government;All;149;82.3;2.1;100.0
2001;Northern Territory;Catholic;All;15;8.3;0.9;100.0
2001;Northern Territory;Independent;All;17;9.4;1.8;100.0
2001;Northern Territory;All;All;181;100.0;1.9;100.0
2001;Australian Capital Territory;Government;All;95;69.3;1.4;100.0
2001;Australian Capital Territory;Catholic;All;29;21.2;1.7;100.0
2001;Australian Capital Territory;Independent;All;13;9.5;1.4;100.0
2001;Australian Capital Territory;All;All;137;100.0;1.4;100.0
2001;Australia;Government;All;6,941;72.3;100.0;100.0
2001;Australia;Catholic;All;1,697;17.7;100.0;100.0
2001;Australia;Independent;All;957;10.0;100.0;100.0
2001;Australia;All;All;9,595;100.0;100.0;100.0
